LJ data file at number density 0.5
	5000 atoms

	2 atom types

-10.7722	10.7722 xlo xhi
-10.7722	10.7722 ylo yhi
-10.7722	10.7722 zlo zhi
Masses

	1	1
	2	1
Atoms

	1	1	-2.2306	7.33553	-3.15978
	2	2	-1.15083	-3.90615	8.32535
	3	1	-10.4365	1.81167	-7.33868
	4	2	-2.50527	4.11506	-9.5041
	5	1	8.6146	-7.24868	-7.34508
	6	2	0.712358	2.24372	1.7817
	7	1	-4.95582	-2.35958	-4.45105
	8	2	5.22186	-4.34063	-9.14475
	9	1	-2.04709	7.69947	9.52192
	10	2	3.50808	7.46459	-10.7128
	11	1	-0.810515	0.70226	6.20211
	12	2	-5.04973	10.4006	-4.16269
	13	1	2.17286	2.34221	-6.19532
	14	2	8.31386	-4.20854	-7.50045
	15	1	-3.49747	-2.42424	3.09398
	16	2	5.46264	2.23234	0.68141
	17	1	-0.875555	3.28526	-3.72327
	18	2	9.61676	-2.84299	9.56333
	19	1	-10.6121	0.357635	-4.8955
	20	2	-10.2487	1.9811	-6.35637
	21	1	8.13716	-9.49311	-5.15249
	22	2	-4.24792	8.43451	-0.0388216
	23	1	4.52486	-4.60157	7.86204
	24	2	3.78191	-0.894306	9.90255
	25	1	5.9177	-2.65962	-5.84629
	26	2	-3.13397	-4.30201	3.65749
	27	1	4.71749	1.42095	6.99039
	28	2	-2.35669	6.86761	7.41144
	29	1	-6.88411	9.55267	-1.61827
	30	2	0.445231	-9.35792	8.90876
	31	1	8.24253	5.63092	-2.17765
	32	2	4.05587	5.63489	-2.04652
	33	1	-8.07372	-0.331052	-5.97936
	34	2	8.03865	0.620949	-10.7417
	35	1	7.76703	-10.3694	6.78414
	36	2	-5.5394	-3.99493	10.0339
	37	1	9.38386	6.6665	-0.170003
	38	2	-6.0295	1.64499	-4.54523
	39	1	-3.855	-5.14213	-7.02372
	40	2	-10.733	-9.80733	-5.57623
	41	1	-1.82155	4.34387	-5.99265
	42	2	0.0842458	-9.32805	-2.30388
	43	1	-0.442165	-6.07244	-6.04295
	44	2	8.96683	-3.22687	-6.62071
	45	1	-6.22125	2.88008	-9.61814
	46	2	6.10591	-10.1113	-1.2044
	47	1	-6.97147	9.31104	8.8256
	48	2	-0.58504	8.00794	4.21337
	49	1	9.26815	-0.967545	-2.18531
	50	2	8.47348	4.16984	7.29781
	51	1	5.16416	3.259	3.83822
	52	2	1.66349	-4.88802	9.38015
	53	1	3.48887	-9.7507	-2.7353
	54	2	2.54643	-7.57008	-2.64337
	55	1	3.11513	-10.2187	7.35482
	56	2	-9.11285	5.22739	-5.25712
	57	1	8.65747	-2.636	-3.88811
	58	2	-6.21694	3.20004	-5.35775
	59	1	-5.84618	-5.36622	9.54891
	60	2	-7.82674	-4.95389	1.04936
	61	1	-3.79134	7.86541	-4.37989
	62	2	3.87926	7.17744	8.1073
	63	1	3.22443	-9.19695	8.58643
	64	2	-5.30893	2.39829	7.3658
	65	1	7.15314	-2.74503	5.53794
	66	2	-8.41921	7.55801	1.27821
	67	1	7.70384	-3.38037	4.13155
	68	2	-3.33512	8.47952	9.88256
	69	1	-8.14947	10.3746	-9.5867
	70	2	2.47278	-9.95076	-2.66132
	71	1	0.55164	-4.69831	1.30425
	72	2	2.31048	6.81748	-1.15187
	73	1	-10.1881	-0.606387	-4.63423
	74	2	-4.46563	-6.55637	-10.3934
	75	1	7.101	1.5763	-8.51474
	76	2	5.01933	-8.2063	-5.94864
	77	1	9.63577	5.15021	6.92343
	78	2	7.02629	-5.36497	-5.24614
	79	1	-3.48602	-2.40819	0.588559
	80	2	-5.03256	-2.12814	7.99068
	81	1	-9.78346	-4.42577	-2.27839
	82	2	1.29271	-4.07573	6.94971
	83	1	-0.528235	-8.80854	-5.11891
	84	2	8.98494	10.3076	-3.61744
	85	1	8.66242	-5.58785	-2.73259
	86	2	5.43534	-0.908581	8.63127
	87	1	-1.66119	1.42028	10.1358
	88	2	-3.14826	-1.47565	-6.91377
	89	1	-6.13326	-3.50792	-0.983117
	90	2	-9.80859	3.96163	-9.43321
	91	1	1.10685	-3.96047	-4.99359
	92	2	0.0165029	-9.42486	10.0144
	93	1	4.94606	6.59937	-7.49798
	94	2	4.41698	4.95428	7.38036
	95	1	2.54069	9.81232	-0.444069
	96	2	0.583539	-10.1391	2.31843
	97	1	-9.74732	1.99866	-2.09741
	98	2	8.71241	-3.65972	-4.07538
	99	1	7.64705	5.0446	-8.64733
	100	2	-3.43722	-2.11696	10.4526
	101	1	6.27429	-9.49111	-7.86078
	102	2	0.944157	9.2738	8.2924
	103	1	-2.37215	-1.8408	7.68837
	104	2	-4.59415	-8.45063	1.65193
	105	1	5.98076	-7.70747	6.65025
	106	2	5.34503	-1.93846	-0.536115
	107	1	-3.35102	-1.79251	-10.2627
	108	2	0.556081	4.69433	-5.68722
	109	1	4.19824	6.03135	5.66079
	110	2	-8.15318	-2.78961	9.2264
	111	1	5.73093	-4.53337	10.4202
	112	2	-1.54889	-9.95752	2.11838
	113	1	-10.4362	5.53095	-7.95678
	114	2	-2.70237	-6.08636	1.67609
	115	1	-6.34129	6.18368	5.35095
	116	2	-0.962248	-4.62625	7.54526
	117	1	-1.07706	7.21761	-1.5028
	118	2	-3.64109	9.71375	-5.41037
	119	1	-3.08528	-1.76942	-0.0634882
	120	2	8.30088	1.36086	3.99648
	121	1	10.0776	-6.84316	1.46082
	122	2	-10.1331	-6.37795	-7.37323
	123	1	1.02539	-6.37733	-6.22014
	124	2	-9.32237	-6.61202	8.65052
	125	1	6.07657	-4.25307	-1.68029
	126	2	10.5465	6.40127	-2.42435
	127	1	-6.85239	-5.93048	5.11426
	128	2	0.721888	3.54913	-6.42386
	129	1	-0.67167	1.43264	-8.67238
	130	2	-4.80388	-10.3992	1.37634
	131	1	8.33636	-9.25997	-9.43597
	132	2	-5.31484	-4.15667	8.54535
	133	1	-7.88365	9.64562	-1.51985
	134	2	-9.08899	6.11142	-1.21359
	135	1	-8.05284	-5.4279	3.40245
	136	2	-7.80971	-3.81818	6.94836
	137	1	-10.474	9.1285	-2.66388
	138	2	1.76811	-5.14106	-1.85908
	139	1	4.0438	5.46625	-7.08103
	140	2	-7.98855	-7.34683	-4.46489
	141	1	7.70411	-4.76395	4.05946
	142	2	7.30116	6.78597	-9.72481
	143	1	-9.20068	-1.48702	5.38233
	144	2	-7.49841	-1.89014	-8.56353
	145	1	5.62572	3.05469	5.06097
	146	2	1.0215	-8.62028	5.00527
	147	1	0.621118	0.419566	-4.59973
	148	2	9.63723	-1.59134	-0.122908
	149	1	4.36219	-5.20894	6.70822
	150	2	8.19625	-10.7479	-8.46479
	151	1	-4.88515	10.4272	-2.99201
	152	2	6.82524	7.65388	-4.53696
	153	1	10.7611	-10.5835	-9.39796
	154	2	10.0762	3.94611	-4.27534
	155	1	4.85659	9.12586	3.2104
	156	2	8.95744	0.778218	10.2697
	157	1	-5.7421	-1.75459	1.76403
	158	2	6.03883	-6.45964	8.6404
	159	1	-7.99	9.23533	5.70632
	160	2	-0.436464	1.21461	-10.5117
	161	1	-2.50483	-2.63563	4.924
	162	2	0.943787	3.82532	1.93394
	163	1	-4.68021	-8.44912	-4.33616
	164	2	0.619842	8.72574	-1.35063
	165	1	9.72021	-5.76647	0.430837
	166	2	2.5107	-6.71588	10.3252
	167	1	0.0688851	-7.3238	0.851712
	168	2	-6.62356	-5.40625	-3.6585
	169	1	-7.52154	2.64097	-6.21074
	170	2	9.56188	2.62867	-6.16867
	171	1	-8.20792	9.05763	3.75444
	172	2	-7.22337	6.03293	4.51404
	173	1	-6.79034	5.96204	-6.13601
	174	2	-5.28901	3.50873	9.92366
	175	1	9.52438	6.63578	6.40614
	176	2	10.4803	4.30649	3.5445
	177	1	-8.23281	4.08688	-7.42429
	178	2	-3.71237	-1.05096	-1.90527
	179	1	0.160876	7.46025	6.99971
	180	2	1.48206	4.13604	-7.74646
	181	1	7.48292	4.33583	-6.30065
	182	2	-9.32971	-1.30943	7.43229
	183	1	-4.28703	-3.46733	0.806343
	184	2	-10.0628	8.15865	-6.86307
	185	1	10.0131	4.90176	-1.18464
	186	2	6.44772	-0.0993162	-3.6394
	187	1	-7.46311	5.11071	-1.10068
	188	2	-3.22542	2.5494	9.51191
	189	1	-7.80156	5.57297	-9.80692
	190	2	1.86655	3.39361	-10.5588
	191	1	10.057	-3.52752	7.42404
	192	2	0.241342	-5.72087	3.67212
	193	1	6.50936	-9.47361	5.61101
	194	2	2.55449	9.13538	-2.97795
	195	1	-6.3878	-3.75736	1.20974
	196	2	8.06658	9.65466	-10.1179
	197	1	-2.03846	5.74837	3.48935
	198	2	7.93943	6.33519	1.48754
	199	1	1.87608	1.62805	1.5752
	200	2	-4.72432	5.36669	-1.73796
	201	1	6.49262	-10.7482	-7.14686
	202	2	0.80524	10.0102	9.09534
	203	1	-8.65803	6.32391	-3.74663
	204	2	7.39488	-9.85392	-2.58721
	205	1	-7.18024	-2.13614	-7.47831
	206	2	-3.71821	-0.426505	3.12267
	207	1	-8.10526	2.96746	5.23186
	208	2	8.40731	8.51252	-8.73058
	209	1	8.1656	-2.2341	-10.4867
	210	2	5.89457	0.150297	-8.21372
	211	1	-9.06644	1.15777	-9.11778
	212	2	5.96688	-7.43809	-1.91335
	213	1	-10.1541	6.85502	2.81308
	214	2	-7.40321	2.3965	1.19613
	215	1	8.35631	-0.357309	-3.5105
	216	2	-8.27487	-9.03634	-0.49089
	217	1	-7.94988	3.61997	4.08084
	218	2	-10.7321	-4.7303	-4.58969
	219	1	6.05643	10.2021	-7.59243
	220	2	-3.25859	-0.717001	-3.24768
	221	1	8.49959	-2.33037	-7.05063
	222	2	1.64466	9.19409	-4.03593
	223	1	-0.0442264	-5.93727	-1.44745
	224	2	4.69629	1.34882	9.25372
	225	1	8.92393	-2.23864	0.0584091
	226	2	2.75439	-1.68212	2.48946
	227	1	4.53955	-5.51264	8.11967
	228	2	-5.3758	-2.80335	1.42802
	229	1	-6.07843	-4.91217	-10.3571
	230	2	-1.82954	2.86408	3.32121
	231	1	-4.95914	-0.523756	-9.46598
	232	2	-6.33955	-4.87353	-5.1737
	233	1	7.38708	5.55116	-5.71584
	234	2	4.62813	1.08945	5.93477
	235	1	4.1724	-0.395254	7.29229
	236	2	-8.38941	6.53284	7.86764
	237	1	6.53719	6.45404	0.348063
	238	2	-5.73022	8.13925	2.83226
	239	1	10.6671	10.5214	-4.73966
	240	2	-0.874147	-0.870298	10.1188
	241	1	0.681101	5.95801	4.43171
	242	2	-1.33949	-1.46679	-10.333
	243	1	-6.6778	2.00132	-7.95919
	244	2	-9.90966	1.99682	-4.3078
	245	1	7.68753	0.992819	-3.23273
	246	2	6.53788	-3.62486	1.60772
	247	1	3.54786	-9.72969	2.46206
	248	2	4.406	6.43542	9.0285
	249	1	8.62017	-7.31436	-9.15607
	250	2	0.718106	4.69297	10.0893
	251	1	-0.831164	-2.28167	5.21486
	252	2	10.1296	-9.16358	-10.6867
	253	1	1.92492	10.712	1.85399
	254	2	4.62132	-9.1057	1.67554
	255	1	3.9739	-0.903746	-1.32638
	256	2	5.53932	-4.99025	-3.41171
	257	1	-2.3591	-1.21968	-1.95061
	258	2	-5.34612	-8.34471	10.2986
	259	1	6.89617	8.66818	-0.785032
	260	2	3.59534	-5.65522	1.42286
	261	1	9.77689	8.23826	9.21271
	262	2	8.14802	-3.0143	-7.54192
	263	1	-5.62929	-10.3399	1.94773
	264	2	4.86008	1.66153	2.88627
	265	1	4.37977	-1.47856	-3.99308
	266	2	-0.967036	-2.16719	1.76416
	267	1	-2.01904	5.23707	10.1581
	268	2	-2.84741	-10.0537	3.54418
	269	1	1.65363	10.3882	-0.349282
	270	2	-6.08123	6.89619	0.441706
	271	1	-10.1247	3.0236	-2.76108
	272	2	-0.780191	0.318931	-1.47214
	273	1	2.83303	1.68347	-7.44498
	274	2	4.88271	-9.46183	7.06732
	275	1	-8.10126	-5.69398	2.01241
	276	2	-2.20047	-2.14041	9.08284
	277	1	3.46047	9.00283	-6.95941
	278	2	-10.5743	2.37761	-4.80135
	279	1	3.66199	-0.957803	-6.06304
	280	2	-10.2188	-9.31623	-7.21944
	281	1	-5.06632	8.2747	1.81618
	282	2	4.00975	5.42452	2.59681
	283	1	7.92267	8.49192	-4.34437
	284	2	1.20191	9.57451	4.91705
	285	1	-9.27816	-4.04737	0.996312
	286	2	0.136062	5.93022	3.31917
	287	1	-5.44765	-5.8683	6.32649
	288	2	-8.34076	2.5339	-5.92485
	289	1	0.149071	-6.90647	-4.75899
	290	2	3.37774	3.10414	6.33376
	291	1	7.50608	-8.01371	9.44358
	292	2	-3.74432	6.06979	6.50466
	293	1	3.34745	-8.48245	4.10943
	294	2	2.0455	9.23497	-1.61725
	295	1	8.61397	4.18636	10.5393
	296	2	10.6076	-1.90426	-10.1231
	297	1	9.54472	4.53691	5.57946
	298	2	-3.92053	3.45593	5.47425
	299	1	-7.02832	-0.12267	4.93513
	300	2	-0.933168	-8.66786	2.47638
	301	1	-8.5216	-6.2816	0.18787
	302	2	8.03962	-0.643402	-5.20418
	303	1	-6.40376	0.897539	-1.67526
	304	2	-8.65737	-6.6068	9.72175
	305	1	-3.72901	-5.15151	4.87516
	306	2	1.04155	6.02665	-8.07606
	307	1	-9.64354	4.3025	-7.0817
	308	2	-0.271918	8.84126	-9.04887
	309	1	-7.2275	0.818887	-4.32006
	310	2	1.16826	-6.24349	-10.1819
	311	1	-5.29999	1.53413	-5.60134
	312	2	-8.23547	-3.48793	-7.59466
	313	1	-6.02124	2.85667	0.624515
	314	2	6.78392	-4.04714	-9.87454
	315	1	-10.5183	5.94946	-0.956836
	316	2	3.46352	-4.87136	3.02416
	317	1	1.52503	5.70951	-5.35168
	318	2	5.31247	-0.373589	7.97999
	319	1	-4.68195	-4.00095	4.97863
	320	2	1.08041	-4.75478	3.09539
	321	1	3.10138	-5.65897	-10.3295
	322	2	6.81114	-4.73776	-2.2515
	323	1	6.25216	-3.33566	-4.60014
	324	2	8.47864	8.50201	-6.58126
	325	1	-2.3802	-0.0603755	-5.82078
	326	2	10.5681	5.44128	-3.14572
	327	1	-7.88155	9.47829	10.1449
	328	2	-7.50917	-5.80252	3.89509
	329	1	-9.44789	-9.2641	0.431003
	330	2	-5.11809	-0.501458	0.0703488
	331	1	7.0382	-8.98163	6.2333
	332	2	-2.51113	-10.5319	8.98458
	333	1	6.94713	9.6676	-8.66312
	334	2	2.76906	-2.66414	-1.14962
	335	1	8.47526	-8.31244	-2.67892
	336	2	5.31885	3.90863	-9.82724
	337	1	0.237013	5.89352	-5.85164
	338	2	-9.30372	-9.67469	-10.5981
	339	1	9.54098	8.37632	-3.63146
	340	2	-6.75436	-6.79582	-5.96027
	341	1	6.47703	-10.5024	-10.3274
	342	2	-2.68306	-2.52996	-5.47468
	343	1	-0.890723	9.63356	6.59838
	344	2	-7.80902	10.2959	9.2933
	345	1	-3.76961	1.55228	-1.35447
	346	2	-2.76425	9.12612	0.964601
	347	1	-5.86614	4.728	-7.30028
	348	2	-5.22273	-4.36774	9.36002
	349	1	-4.92651	-2.88136	-7.79799
	350	2	-6.53782	10.3286	10.2136
	351	1	-0.728794	-2.3692	-0.610092
	352	2	-3.75344	0.338464	5.51227
	353	1	8.87051	6.77884	-5.54309
